Event Title,Appearances
"b""New Year's Shrine Visit""","b'Monologue, Symboli Rudolf, Tracen Academy Instructor A, Tracen Academy Instructor B, Tracen Academy Instructor C'"
b'Raffle Time!',"b'Monologue, Raffle Clerk, Symboli Rudolf'"
b'Dark Portents',"b'Air Groove, Infirmary Doctor, Monologue, Symboli Rudolf, Umamusume A'"
"b""Valentine's Day""","b'Monologue, Symboli Rudolf'"
"b'Blood, Sweat, and Tears'","b'Air Groove, Monologue, Reporter, Student Council Member, Symboli Rudolf, TV Reporter'"
b'Fan Fest',"b'Air Groove, Fan A, Fan B, Monologue, Narita Brian, Symboli Rudolf'"
b'The Emperor Falls',"b'Air Groove, Commentator, Crowd, Monologue, Spectating Student, Spectator, Student Council Member, Symboli Rudolf'"
b'The Fog Lifts',"b'Air Groove, Fans, Fuji Kiseki, Hishi Amazon, Ines Fujin, Mejiro Ryan, Monologue, Narita Brian, Student Spectators, Symboli Rudolf, Tracen Academy Students'"
b'Before the Tenno Sho (Spring)',b'Symboli Rudolf'
b'After the Tenno Sho (Spring): Serenity',"b'Monologue, Symboli Rudolf'"
b'Summer Camp (Year 3) Begins!',"b'Monologue, Symboli Rudolf'"
b'Summer Camp (Year 3) Ends',"b'Air Groove, Monologue, Narita Brian, Symboli Rudolf'"
b'Before the Japan Cup',"b'Symboli Rudolf, Umamusume A'"
b'After the Japan Cup: Gentle But Firm',"b'Air Groove, Monologue, Short Umamusume, Student Council General Manager, Symboli Rudolf'"
b'Holiday Season',"b'Air Groove, Grass Wonder, Monologue, Special Week, Students, Symboli Rudolf, Umamusume A, Umamusume B'"
b'Before the Arima Kinen',"b'???, Maruzensky, Mejiro McQueen, Monologue, Spectator A, Spectator B, Spectators, Symboli Rudolf, Tokai Teio'"
b'After the Arima Kinen: Reigning Emperor',"b'Maruzensky, Monologue, Reporters, Spectators, Symboli Rudolf'"
b'Hot Spring Getaway',"b'Air Groove, Monologue, Narita Brian, Symboli Rudolf'"
b'Ending (Normal)',"b'Monologue, Symboli Rudolf'"
b'Everchanging Seasons',"b'Monologue, New Student, Symboli Rudolf'"
b'Challenge Met',"b'Monologue, Symboli Rudolf'"
b'Seven Crowns Attained',"b'Monologue, Symboli Rudolf'"
b'Current of Success',"b'Monologue, Symboli Rudolf'"
b'Ready for a Challenge',b'Symboli Rudolf'
b'Not This Time!',b'Symboli Rudolf'
b'Claw Machine!',"b'Monologue, Symboli Rudolf'"
b'Claw Machine: Great Success!',"b'Monologue, Symboli Rudolf'"
b'Claw Machine: Success!',"b'Monologue, Symboli Rudolf'"
b'Claw Machine: Failure...',"b'Monologue, Symboli Rudolf'"
b'Claw Machine: Great Success!',"b'Monologue, Symboli Rudolf'"
b'Claw Machine: Success!',"b'Monologue, Symboli Rudolf'"
b'Master Trainer',"b'Air Groove, Symboli Rudolf, Umamusume A'"
b'Dance Lesson',b'Symboli Rudolf'
b'Fan Letter',"b'Monologue, Symboli Rudolf'"
"b""The Emperor's Anguish?""","b'Monologue, Symboli Rudolf'"
"b""The Emperor's Struggle""","b'Student Council Member, Symboli Rudolf'"
"b""The Emperor's Gloom""","b'Monologue, Symboli Rudolf'"
b'Those Who March Forth',"b'Daiwa Scarlet, El Condor Pasa, Monologue, Special Week, Symboli Rudolf, Vodka'"
"b""The Emperor's Social Studies""","b'Monologue, Symboli Rudolf, Woman'"
"b""The Emperor's Spare Time""","b'Maruzensky, Monologue, Symboli Rudolf'"
b'Birds of a Feather',"b'Monologue, Symboli Rudolf'"
b'Well-Earned Respect',"b'Air Groove, Air Groove and Hishi Amazon, Hishi Amazon, Monologue, Symboli Rudolf, Tokai Teio'"
b'A Clear and Beautiful Night',"b'Monologue, Symboli Rudolf'"
"b""The Emperor's Daily Routine""","b'Monologue, Symboli Rudolf'"
"b""The Emperor's Path""","b'Air Groove, Monologue, Symboli Rudolf'"
b'At Any Time',"b'Air Groove, Monologue, Symboli Rudolf'"
b'Sudden Kindness',"b'Monologue, Symboli Rudolf, Tokai Teio'"
b'As Good As My Word',"b'Monologue, Narita Brian, Symboli Rudolf'"
"b""The Emperor's Foundation""","b'Nakayama Festa, Symboli Rudolf'"
b'Night Owl',"b'Monologue, Symboli Rudolf'"
b'Skin Troubles',"b'Monologue, Symboli Rudolf'"
b'Race Fatigue',"b'Monologue, Symboli Rudolf'"
b'After Repeated Races...',"b'Monologue, Symboli Rudolf'"
b'Victory!',b'Symboli Rudolf'
b'Solid Showing',b'Symboli Rudolf'
b'Defeat',b'Symboli Rudolf'
b'No More Losing!',"b'Monologue, Symboli Rudolf'"
b'Sleep Deprived',"b'Monologue, Symboli Rudolf'"
b'All Refreshed',"b'Monologue, Symboli Rudolf'"
b'Well-Rested!',"b'Monologue, Symboli Rudolf'"
b'Praying at the Shrine!',"b'Monologue, Symboli Rudolf'"
b'Slacking Off',"b'Monologue, Symboli Rudolf'"
b'Get Well Soon!',"b'Monologue, Symboli Rudolf'"
"b""Don't Overdo It!""",b'Symboli Rudolf'
b'At the Infirmary',"b'Monologue, Symboli Rudolf'"
b'Extra Training',"b'Monologue, Symboli Rudolf'"
b'Back in Shape!',"b'Monologue, Symboli Rudolf'"
"b""The Emperor's Satiation""","b'Monologue, Symboli Rudolf'"
"b'Just an Acupuncturist, No Worries! \xe2\x98\x86'","b'???, Monologue, Sasami Anshinzawa, Symboli Rudolf'"
"b""The Emperor's Blunder""","b'Monologue, Symboli Rudolf'"
b'Migraine Blues',"b'Monologue, Symboli Rudolf'"
b'Imparting Wisdom',"b'Air Groove, Cookie Cutting Stall Owner, Cotton Candy Stall Owner, Food Stall Lady, Monologue, Shooting Gallery Staff, Symboli Rudolf, Tracen Student A, Tracen Student B'"
b'Midway Reflection',"b'Monologue, Photographer, Symboli Rudolf'"
b'The Fire Within',"b'Monologue, Symboli Rudolf'"
"b""The Smiling Emperor's New Clothes""","b'Monologue, Symboli Rudolf'"
b'The Distant View from the End of the Road',"b'Monologue, Symboli Rudolf'"
b'Vivid Memories',"b""Girl, Monologue, Mother, Rudolf's Father, Rudolf's Little Sister, Shrine Maiden, Symboli Rudolf, Young Rudolf"""
b'To Be Crowned an Empress',"b""Air Groove, Air Groove's Trainer, Fuji Kiseki, Hishi Amazon, Monologue, Silence Suzuka"""
b'Even Without a Scepter',"b""Air Groove, Air Groove's Trainer, Hishi Amazon, Monologue, Symboli Rudolf"""
b'That Which Her Gaze Perceives',"b""Air Groove, Air Groove's Former Trainer, Caster, Mejiro Dober, Monologue, Silence Suzuka, Symboli Rudolf"""
b'Until the Flowers Bloom',"b'Air Groove, Caster, Mejiro Dober, Monologue, Silence Suzuka, Student Council Member, Umamusume A'"
b'A Path of Water Lilies',"b'Air Groove, Monologue, The Three, Umamusume A, Umamusume B, Umamusume C'"
b'Colorful Carnations',"b'Air Groove, Monologue, Umamusume A, Umamusume B, Umamusume C'"
b'Blooms in the Night Sky',"b'Air Groove, Journalist, Monologue, Umamusume A'"
b'Introducing Air Groove!',"b'Air Groove, Groundskeeping Committee Member, Mejiro Dober, Monologue, Student Council Member, Symboli Rudolf, Umamusume A, Umamusume B'"
b'Before the Debut',"b'Air Groove, Mejiro Dober, Monologue'"
b'After the Debut: Now the Curtain Rises',"b'Air Groove, Mejiro Dober, Monologue'"
b'To Be a Scepter',"b'Air Groove, Monologue, Student Council Member, Symboli Rudolf'"
b'Before the Hanshin J.F.',"b'Air Groove, Monologue'"
b'After the Hanshin J.F.: A Glorious Step',"b'Air Groove, Caster, Monologue, Symboli Rudolf'"
b'After the Hanshin J.F.: Indomitability',"b'Air Groove, Monologue, Symboli Rudolf'"
"b""New Year's Resolutions""","b'Air Groove, Monologue'"
b'Ideals for Whose Benefit?',"b'Air Groove, Mejiro Dober, Monologue'"
b'Before the Oka Sho',"b'Air Groove, Monologue'"
b'After the Oka Sho: An Invigorating Challenge',"b'Air Groove, Monologue'"
b'Before the Japanese Oaks',"b'Air Groove, Caster, Female Fan, Male Fan, Monologue'"
b'After the Japanese Oaks: Inherited Crown',"b'Air Groove, Caster, Female Fan, Male Fan, Mejiro Dober, Monologue'"
b'After the Japanese Oaks: Even Without the Crown',"b'Air Groove, Female Fan, Male Fan, Mejiro Dober, Monologue'"
b'Summer Camp (Year 2) Begins!',"b'Air Groove, Monologue'"
b'At Summer Camp (Year 2)',"b'Air Groove, Mejiro Dober, Monologue'"
b'Summer Camp (Year 2) Ends',"b'Air Groove, Monologue, Student Council Member'"
b'Before the Shuka Sho',"b'Air Groove, Caster, Monologue'"
b'After the Shuka Sho: Reign',"b'Air Groove, Caster, Fans, Female Fan, Male Fan, Mejiro Dober, Monologue'"
b'After the Shuka Sho: Ever Forward',"b'Air Groove, Mejiro Dober, Monologue'"
b'She Who Races Ahead',"b'Air Groove, Monologue, Participating Umamusume A, Silence Suzuka, Symboli Rudolf, TV Caster, Umamusume Spectator A, Umamusume Spectator B'"
"b""New Year's Shrine Visit""","b'Air Groove, Monologue'"
b'Raffle Time!',"b'Air Groove, Monologue, Raffle Clerk'"
"b""Valentine's Day""","b'Air Groove, Monologue'"
b'Before the Osaka Hai',"b'Air Groove, Monologue'"
b'After the Osaka Hai: Enduring Scenery',"b'Air Groove, Monologue'"
b'Fan Fest',"b'Air Groove, Announcer, Female Fan A, Female Fan B, Male Fan A, Monologue, Student Council Member, Umamusume Caster'"
b'Before the Takarazuka Kinen',"b'Air Groove, Caster, Female Fan, Male Fan, Monologue, Silence Suzuka'"
b'After the Takarazuka Kinen: Blinding Radiance',"b'Air Groove, Caster, Female Fan, Male Fan, Monologue, Silence Suzuka'"
b'After the Takarazuka Kinen: Gloom',"b'Air Groove, Caster, Female Fan, Male Fan, Monologue, Silence Suzuka'"
b'Summer Camp (Year 3) Begins!',"b'Air Groove, Monologue, Symboli Rudolf'"
b'Please Rise',"b'Air Groove, Monologue, Symboli Rudolf'"
b'Before the Sapporo Kinen',b'Air Groove'
b'After the Sapporo Kinen: I Am Here',"b'Air Groove, Caster, Monologue'"
b'Summer Camp (Year 3) Ends',"b'Air Groove, Monologue'"
b'Mother and Daughter',"b""Air Groove, Air Groove's Mother, Monologue"""
b'Before the Tenno Sho (Autumn)',"b'Air Groove, Caster, Female Fan, Male Fan, Monologue, Silence Suzuka'"
b'After the Tenno Sho (Autumn): Triumphant Return',"b'Air Groove, Caster, Fans, Female Fan, Male Fan, Mejiro Dober, Monologue, Silence Suzuka'"
b'Holiday Season',"b'Air Groove, Monologue'"
b'Hot Spring Getaway',"b'Air Groove, Monologue'"
b'Ending (Normal)',"b'Air Groove, Female Reporter, Male Reporter, Monologue, Training Umamusume A'"
b'Your Ideal',"b'Air Groove, Caster, Female Fan, Female Interviewer, Male Fan, Mejiro Dober, Monologue'"
b'Ready for a Challenge',"b'Air Groove, Monologue'"
b'Not This Time!',b'Air Groove'
b'Claw Machine!',"b'Air Groove, Monologue'"
b'Claw Machine: Great Success!',"b'Air Groove, Monologue'"
b'Claw Machine: Success!',"b'Air Groove, Monologue'"
b'Claw Machine: Failure...',"b'Air Groove, Monologue'"
b'Claw Machine: Great Success!',"b'Air Groove, Monologue'"
b'Claw Machine: Success!',"b'Air Groove, Monologue'"
b'Master Trainer',"b'Air Groove, Narita Brian'"
b'Dance Lesson',"b'Air Groove, Monologue'"
b'Fan Letter',"b'Air Groove, Monologue'"
b'Flowers and Distraction',"b'Air Groove, Monologue'"
b'A Glint of Anger',"b'Air Groove, Monologue'"
b'Confused by a Joke',"b'Air Groove, Monologue'"
b'Empress and Monarch',"b'Air Groove, Monologue, Passerby A, Passerby B, Tokai Teio'"
b'Operation: Flowerbed',"b'Air Groove, El Condor Pasa, Monologue, Special Week'"
b'Empress and Emperor',"b'Air Groove, Monologue, Symboli Rudolf'"
b'A Little Encounter',"b'???, Air Groove, Monologue, Puppy, Veterinary Staff'"
b'Sweet Potato Cake',"b'Air Groove, Monologue, Taiki Shuttle'"
b'Imprinted Memories',"b'Air Groove, Fine Motion, Monologue, New Owner, Puppy'"
b'A Blinking Light Means Stop',"b'Air Groove, Monologue, Taiki Shuttle'"
b'Smoldering Silently',"b'Air Groove, Monologue, Silence Suzuka'"
b'Seize Her!',"b'Air Groove, Gold Ship'"
b'Take Good Care of Your Tail',"b'Air Groove, Fuji Kiseki, Hishi Amazon, Monologue'"
b'Suggestion Box of Freedom',"b'Air Groove, Monologue'"
b'After the Sticker Demon!',"b'Air Groove, Gold Ship, Monologue, Symboli Rudolf, Umamusume A'"
b'Night Owl',"b'Air Groove, Monologue'"
b'Skin Troubles',b'Air Groove'
b'Race Fatigue',"b'Air Groove, Monologue'"
b'After Repeated Races...',"b'Air Groove, Monologue'"
b'Victory!',b'Air Groove'
b'Solid Showing',b'Air Groove'
b'Defeat',b'Air Groove'
b'No More Losing!',b'Air Groove'
b'Sleep Deprived',"b'Air Groove, Monologue'"
b'All Refreshed',"b'Air Groove, Monologue'"
b'Well-Rested!',"b'Air Groove, Bamboo Memory, Monologue'"
b'Praying at the Shrine!',"b'Air Groove, Monologue'"
b'Slacking Off',"b'Air Groove, Monologue, Umamusume A'"
b'Get Well Soon!',"b'Air Groove, Monologue'"
"b""Don't Overdo It!""","b'Air Groove, Monologue'"
b'At the Infirmary',"b'Air Groove, Air Groove (?), Monologue'"
b'Extra Training',"b'Air Groove, Monologue'"
b'Back in Shape!',"b'Air Groove, Fine Motion, Monologue'"
b'A Taste of Effort',"b'Air Groove, Monologue, Umamusume A'"
"b'Just an Acupuncturist, No Worries! \xe2\x98\x86'","b'???, Air Groove, Monologue, Sasami Anshinzawa'"
b'Of Storms and Flowers',"b'Air Groove, Monologue'"
b'Migraine Blues',"b'Air Groove, Monologue'"
b'Flowers for You',"b'Air Groove, Monologue, Silence Suzuka, Taiki Shuttle'"
b'Who Will Stand Beside Her?',"b'Air Groove, Monologue, Photographer, Symboli Rudolf, Tokai Teio'"
b'A Beautiful Stress Relief Method?',"b'Air Groove, Monologue, Symboli Rudolf'"
b'Never-Ending Road',"b'Air Groove, Daiwa Scarlet, Mejiro Dober'"
b'Guidepost',"b'Air Groove, Monologue, Younger Student'"
b'The Empress and Mom',"b'Air Groove, Monologue, Taiki Shuttle'"
b'Scramble the Prodigy!',"b'Caster, Mayano Top Gun, Monologue, Narita Brian, Second-place Umamusume, Tryouts Staff A'"
b'Preflight Troubles?',"b'Caster, Gold City, Mayano Top Gun, Monologue, Tamamo Cross, Yukino Bijin'"
"b""It's Time for Takeoff \xe2\x98\x86""","b'Mayano Top Gun, Monologue'"
b'The Runway is Clear!',"b'Mayano Top Gun, Monologue, Narita Brian'"
b'Barrel Rolls Over Homework \xe2\x98\x86',"b'Math Teacher, Mayano Top Gun, Monologue'"
b'Our Blue Beluga',"b""Maya's Friend A, Maya's Friend B, Mayano Top Gun, Monologue"""
b'Spread Your Wings and Fly!',"b'Boyfriend, Girlfriend, Mayano Top Gun, Monologue, Serious Umamusume'"
b'Introducing Mayano Top Gun!',"b'Caster, Mayano Top Gun, Monologue, Nice Nature'"
b'I Wanna Twinkle!',"b'Mayano Top Gun, Monologue'"
b'Before the Debut',"b'Mayano Top Gun, Monologue'"
b'After the Debut: Flight Extension Request!',"b'Mayano Top Gun, Monologue'"
b'Wanna Go on a Date?',"b'Gold City, Mayano Top Gun, Monologue, Yukino Bijin'"
"b""New Year's Resolutions""","b'Mayano Top Gun, Monologue'"
b'Take Aim',"b'Announcer, Caster, Mayano Top Gun, Mayano Top Gun and Tokai Teio, Monologue, Narita Brian, TV, Tokai Teio'"
b'Summer Camp (Year 2) Begins!',"b'Mayano Top Gun, Monologue'"
b'Goal Achieved: Fire!',"b'Mayano Top Gun, Monologue'"
b'At Summer Camp (Year 2)',"b'Marvelous Sunday, Mayano Top Gun, Monologue, Nice Nature'"
b'Summer Camp (Year 2) Ends',"b'Bus Driver, Mayano Top Gun, Monologue'"
b'Before the Kikuka Sho',b'Mayano Top Gun'
b'After the Kikuka Sho: Still No Scheduled Landing',"b'Mayano Top Gun, Monologue, Otonashi Etsuko'"
b'Before the Arima Kinen',"b'Hishi Amazon, Mayano Top Gun, Monologue, Narita Brian'"
b'After the Arima Kinen: Full Tank',"b'Caster, Fan A, Fan B, Hishi Amazon, Mayano Top Gun, Monologue, Narita Brian, Reporter A, Staff'"
b'After the Arima Kinen: Refueling',"b'Caster, Fan A, Fan B, Hishi Amazon, Mayano Top Gun, Monologue, Narita Brian, Reporter A, Reporter B, Staff'"
"b""New Year's Shrine Visit""","b'Mayano Top Gun, Monologue'"
b'Raffle Time!',"b'Mayano Top Gun, Monologue, Raffle Clerk'"
"b""Valentine's Day""","b'Mayano Top Gun, Monologue, Yukino Bijin'"
b'The Twinkle of Youth',"b'Hishi Amazon, Mayano Top Gun, Monologue, Nice Nature, Tokai Teio'"
b'Before the Hanshin Daishoten',"b'Mayano Top Gun, Monologue, Narita Brian'"
b'After the Hanshin Daishoten: Hands on the Yoke',"b'Hishi Amazon, Mayano Top Gun, Monologue, Narita Brian'"
b'After the Hanshin Daishoten: Surface Immediately',"b'Hishi Amazon, Mayano Top Gun, Monologue, Narita Brian'"
b'Fan Fest',"b'Gold City, Hishi Amazon, Mayano Top Gun, Monologue, Oguri Cap, Smart Falcon, Spectators'"
b'Before the Tenno Sho (Spring)',"b'Hishi Amazon, Mayano Top Gun, Monologue, Narita Brian, News Site, Reporter, Tokai Teio'"
b'After the Tenno Sho (Spring): Emergency',"b'Hishi Amazon, Mayano Top Gun, Monologue, Narita Brian'"
b'After the Tenno Sho (Spring): Red Alert',"b'Hishi Amazon, Mayano Top Gun, Monologue, Narita Brian'"
b'Toward the Setting Sun',"b'A Certain Racer, Hishi Amazon, Mayano Top Gun, Narita Brian, Tokai Teio'"
b'Before the Takarazuka Kinen',"b'Hishi Amazon, Mayano Top Gun, Monologue, Narita Brian'"
b'After the Takarazuka Kinen: To the Cockpit!',"b'Hishi Amazon, Mayano Top Gun, Monologue, Narita Brian'"
b'Summer Camp (Year 3) Begins!',"b'Mayano Top Gun, Monologue'"
b'Summer Camp (Year 3) Ends',"b'Mayano Top Gun, Monologue, Narita Brian'"
b'Before the Tenno Sho (Autumn)',"b'Mayano Top Gun, Monologue, Tokai Teio'"
b'After the Tenno Sho (Autumn): Runway to the Open Sky',"b'Mayano Top Gun, Monologue, Narita Brian, Symboli Rudolf, Tokai Teio'"
b'Holiday Season',"b'Mayano Top Gun, Monologue'"
b'Before the Arima Kinen',"b'Mayano Top Gun, Narita Brian'"
b'After the Arima Kinen: Final Approach',"b'Fan A, Fan B, Fan C, Host, Mayano Top Gun, Narita Brian, Spectator D, Spectator E, Spectators, Staff, Symboli Rudolf'"
b'Hot Spring Getaway',"b'Mayano Top Gun, Monologue'"
b'Ending (Normal)',"b'Hishi Amazon, Mayano Top Gun, Monologue, Narita Brian'"
b'Take off for the Future',"b'Hishi Amazon, Marvelous Sunday, Mayano Top Gun, Monologue, Narita Brian, Nice Nature, Tokai Teio'"
b'Race Expectations',b'Mayano Top Gun'
b'The Fruits of My Labor',"b'Mayano Top Gun, Monologue, Reporter A'"
b'Victory',"b'Mayano Top Gun, Monologue'"
"b""I Didn't Win, But...""",b'Mayano Top Gun'
b'Ready for a Challenge',"b'Mayano Top Gun, Monologue'"
b'Not This Time!',b'Mayano Top Gun'
b'Claw Machine!',"b'Mayano Top Gun, Monologue'"
b'Claw Machine: Great Success!',"b'Mayano Top Gun, Monologue'"
b'Claw Machine: Success!',"b'Mayano Top Gun, Monologue'"
b'Claw Machine: Failure...',"b'Mayano Top Gun, Monologue'"
b'Claw Machine: Great Success!',"b'Mayano Top Gun, Monologue'"
b'Claw Machine: Success!',"b'Mayano Top Gun, Monologue'"
b'Master Trainer',"b'Mayano Top Gun, Monologue'"
b'Dance Lesson',"b'Mayano Top Gun, Monologue'"
b'Fan Letter',"b'Girl A, Mayano Top Gun, Monologue'"
"b""I'm Not a Kid!""","b'Cafe Staff, Mayano Top Gun, Monologue'"
b'Grand Love Plan \xe2\x99\xaa',"b'Mayano Top Gun, Monologue, Tokai Teio'"
b'This Excitement Is Hard to Crack! \xe2\x98\x86',"b'Friend A, Friend B, Mayano Top Gun, Monologue'"
b'Maya Will Teach You \xe2\x98\x86',"b'Mayano Top Gun, Monologue, Umamusume A, Umamusume B'"
b'Tips from a Top Model!',"b'Gold City, Mayano Top Gun, Monologue, Yukino Bijin'"
"b""Maya's Race Class \xe2\x98\x86""","b'Haru Urara, Mayano Top Gun, Monologue'"
"b""Maya's Exciting \xe2\x98\x86 Livestream!""","b'Comments, Marvelous Sunday, Mayano Top Gun, Monologue'"
"b""Maya's Euphoric \xe2\x98\x86 Livestream!""","b'Comments, Mayano Top Gun, Monologue'"
"b""Maya's Twinkly \xe2\x98\x86 Determination!""","b'Mayano Top Gun, Monologue'"
"b""Maya's Special Someone!""","b'Fuji Kiseki, Mayano Top Gun, Monologue'"
b'Wish on a Star',"b'Marvelous Sunday, Mayano Top Gun, Monologue'"
"b""Maya's Love Advice?!""","b'Friend A, Mayano Top Gun, Monologue'"
b'Get Me in the Mood \xe2\x98\x86',"b'Mayano Top Gun, Monologue'"
b'Mayano Flying High \xe2\x98\x86',"b'Announcer, Marvelous Sunday, Mayano Top Gun, Mayano Top Gun and Marvelous Sunday, Monologue'"
b'Night Owl',"b'Mayano Top Gun, Monologue'"
b'Skin Troubles',"b'Beauty Product Commercial, Dorm Friend, Mayano Top Gun, Monologue'"
b'Race Fatigue',"b'Mayano Top Gun, Monologue'"
b'After Repeated Races...',"b'Mayano Top Gun, Monologue'"
b'Victory!',b'Mayano Top Gun'
b'Solid Showing',b'Mayano Top Gun'
b'Defeat',b'Mayano Top Gun'
b'No More Losing!',"b'Mayano Top Gun, Monologue'"
b'Sleep Deprived',"b'Mayano Top Gun, Monologue'"
b'All Refreshed',"b'Mayano Top Gun, Monologue'"
b'Well-Rested!',"b'Mayano Top Gun, Monologue'"
b'Praying at the Shrine!',"b'Cat, Mayano Top Gun, Monologue, Nice Nature'"
b'Slacking Off',"b'Mayano Top Gun, Monologue'"
b'Get Well Soon!',"b'Mayano Top Gun, Monologue'"
"b""Don't Overdo It!""","b'Mayano Top Gun, Monologue'"
b'At the Infirmary',"b'Flight Instructor, Mayano Top Gun, Monologue'"
b'Extra Training',"b'Mayano Top Gun, Monologue, Tokai Teio'"
b'Back in Shape!',"b'Maruzensky, Mayano Top Gun, Monologue'"
b'Hearty Chanko! \xe2\x98\x86',"b'Hishi Akebono, Mayano Top Gun, Monologue'"
"b'Just an Acupuncturist, No Worries! \xe2\x98\x86'","b'???, Mayano Top Gun, Monologue, Sasami Anshinzawa'"
b'Chase Me \xe2\x98\x86',"b'Classmate, Mayano Top Gun, Monologue'"
b'Migraine Blues',"b'Mayano Top Gun, Monologue'"
"b""Maya's Thrilling \xe2\x98\x86 Test of Courage""","b'Mayano Top Gun, Monologue, Tokai Teio'"
"b""You're My Sunshine \xe2\x98\x86""","b'Fans, Female Fan, Male Fan, Mayano Top Gun, Monologue, Photo Shoot Staff, Rice Shower'"
b'Sweet Feelings for You \xe2\x99\xaa',"b'Hishi Akebono, Mayano Top Gun, Monologue, Nishino Flower'"
